Month,Area Affected,Event Type,Demand Loss (MW),Number of Customers Affected,Year,Datetime Event Began,Datetime of Restoration,Event Duration (hours)
February,New York,Suspicious Activity,0,0,2023,2023-02-07 08:30:00,,
February,Pennsylvania,Suspicious Activity,0,0,2023,2023-02-08 13:30:00,2023-02-08 14:00:00,0
February,Texas,Transmission Interruption,0,0,2023,2023-02-11 11:17:00,2023-02-11 18:20:00,7
February,California,Suspicious Activity,0,0,2023,2023-02-13 21:50:00,2023-02-14 02:24:00,5
February,Wisconsin,Vandalism,0,0,2023,2023-02-13 05:27:00,2023-02-13 15:00:00,10
February,Florida,Suspicious Activity,0,0,2023,2023-02-15 14:25:00,2023-02-15 14:30:00,0
February,Oklahoma,Suspicious Activity,0,0,2023,2023-02-18 00:00:00,2023-02-18 00:05:00,0
February,California,Vandalism,0,0,2023,2023-02-19 08:18:00,2023-02-19 12:15:00,4
February,Texas,Cyber Event,0,0,2023,2023-02-21 09:45:00,,
February,Florida,Transmission Interruption,0,0,2023,2023-02-21 05:27:00,2023-02-21 06:41:00,1
February,Florida,Actual Physical Attack Vandalism,,2547,2023,2023-02-21 13:14:00,2023-02-21 14:36:00,1
February,Michigan,Severe Weather,,261043,2023,2023-02-22 18:41:00,2023-02-25 16:12:00,70
February,Michigan,Severe Weather,6200,623358,2023,2023-02-22 18:30:00,,
February,South Dakota,Suspicious Activity,0,0,2023,2023-02-22 16:00:00,2023-02-22 16:01:00,0
February,Wisconsin,Severe Weather,143,57000,2023,2023-02-23 04:30:00,2023-02-23 13:00:00,8
February,Colorado,System Operations,0,0,2023,2023-02-23 08:50:00,2023-02-23 12:38:00,4
February,Florida,Suspicious Activity,0,0,2023,2023-02-24 12:29:00,2023-02-24 12:45:00,0
February,California,Severe Weather,,153555,2023,2023-02-25 00:08:00,2023-02-26 18:08:00,42
February,North Carolina,Actual Physical Attack Vandalism,,,2023,2023-02-26 14:08:00,2023-02-26 15:13:00,1
February,Michigan,Severe Weather,,76000,2023,2023-02-27 13:25:00,2023-02-27 23:59:00,11
February,Wisconsin,Vandalism,14,0,2023,2023-02-28 08:00:00,2023-02-28 08:30:00,0
March,Indiana,System Operations,0,0,2023,2023-03-01 00:00:00,2023-03-01 00:41:00,1
March,Texas,Severe Weather,,470000,2023,2023-03-02 19:00:00,2023-03-04 23:00:00,52
March,Illinois,Suspicious Activity,0,0,2023,2023-03-03 13:45:00,2023-03-03 13:50:00,0
March,Mississippi,System Operations,38,12014,2023,2023-03-03 09:45:00,2023-03-03 09:50:00,0
March,Texas,Suspicious Activity,0,0,2023,2023-03-03 08:00:00,2023-03-03 08:01:00,0
March,Kentucky,Severe Weather,,346000,2023,2023-03-03 15:40:00,,
March,Ohio,Severe Weather,,57186,2023,2023-03-03 19:28:00,2023-03-03 20:54:00,1
March,Tennessee,Severe Weather,,115000,2023,2023-03-03 14:00:00,2023-03-04 04:00:00,14
March,Michigan,Severe Weather,0,200000,2023,2023-03-03 17:50:00,2023-03-05 12:01:00,42
March,Alabama,Severe Weather,346,48384,2023,2023-03-03 12:45:00,2023-03-03 22:42:00,10
March,Kentucky,Severe Weather,,,2023,2023-03-03 15:40:00,,
March,Louisiana,Transmission Interruption,965,33,2023,2023-03-04 07:05:00,2023-03-04 07:06:00,0
March,Louisiana,Transmission Interruption,800,,2023,2023-03-04 07:05:00,2023-03-04 07:06:00,0
March,Georgia,Suspicious Activity,0,0,2023,2023-03-05 20:03:00,2023-03-06 15:38:00,20
March,West Virginia,Vandalism,0,0,2023,2023-03-05 11:53:00,2023-03-06 07:51:00,20
March,Virginia,Actual Physical Attack Vandalism,1,0,2023,2023-03-06 16:18:00,2023-03-06 17:30:00,1
March,Texas,Vandalism,0,0,2023,2023-03-07 11:00:00,2023-03-07 15:45:00,5
March,Texas,Vandalism,0,0,2023,2023-03-07 10:26:00,2023-03-07 14:42:00,4
March,Texas,Vandalism,0,0,2023,2023-03-08 00:02:00,,
March,Indiana,Vandalism,0,0,2023,2023-03-08 01:00:00,2023-03-08 02:00:00,1
March,Wisconsin,Severe Weather,250,100000,2023,2023-03-09 18:00:00,2023-03-10 18:00:00,24
March,Texas,System Operations,0,0,2023,2023-03-10 04:48:00,2023-03-10 13:07:00,8
March,Idaho,Vandalism,0,0,2023,2023-03-10 08:00:00,2023-03-10 08:56:00,1
March,Connecticut,Severe Weather,,83000,2023,2023-03-14 08:00:00,2023-03-16 08:20:00,48
March,New York,Severe Weather,,,2023,2023-03-14 09:25:00,2023-03-15 15:00:00,30
March,Texas,Suspicious Activity,0,0,2023,2023-03-16 10:34:00,2023-03-16 14:26:00,4
March,Pennsylvania,Suspicious Activity,621,0,2023,2023-03-22 05:45:00,2023-03-22 05:46:00,0
March,Washington,Cyber Event,0,0,2023,2023-03-23 17:19:00,2023-03-23 18:06:00,1
March,Texas,Vandalism,0,0,2023,2023-03-23 11:37:00,2023-03-23 11:38:00,0
March,Nevada,Actual Physical Attack Vandalism,24,11479,2023,2023-03-23 00:39:00,2023-03-23 00:40:00,0
March,Michigan,Severe Weather,5800,67893,2023,2023-03-25 16:13:00,2023-03-27 18:30:00,50
March,Ohio,Severe Weather,,160801,2023,2023-03-25 16:12:00,,
March,Washington,Vandalism,34,,2023,2023-03-26 12:52:00,2023-03-26 13:54:00,1
March,Texas,Suspicious Activity,0,0,2023,2023-03-28 18:03:00,2023-03-28 20:08:00,2
March,Texas,System Operations,0,0,2023,2023-03-28 05:22:00,2023-03-28 06:57:00,2
March,Texas,Vandalism,0,0,2023,2023-03-28 10:05:00,,
March,Nebraska,System Operations,0,0,2023,2023-03-29 05:26:00,2023-03-29 07:23:00,2
March,Wisconsin,System Operations,0,0,2023,2023-03-29 17:37:00,2023-03-29 19:15:00,2
March,Washington,Vandalism,0,0,2023,2023-03-30 09:13:00,2023-03-30 09:15:00,0
March,Colorado,Transmission Interruption,18,,2023,2023-03-30 18:28:00,2023-03-30 22:13:00,4
March,Kentucky,Vandalism,0,0,2023,2023-03-30 09:40:00,2023-03-30 10:00:00,0
March,Colorado,Transmission Interruption,,,2023,2023-03-30 19:21:00,,
March,Pennsylvania,Vandalism,1711,0,2023,2023-03-30 05:00:00,2023-03-30 14:20:00,9
March,Arkansas,Severe Weather,,58368,2023,2023-03-31 18:00:00,2023-03-31 20:45:00,3
March,Minnesota,Severe Weather,,80000,2023,2023-03-31 23:00:00,2023-04-01 16:15:00,17
March,Illinois,Severe Weather,,65000,2023,2023-03-31 20:49:00,,
April,Ohio,Severe Weather,,118000,2023,2023-04-01 14:00:00,2023-04-03 10:47:00,45
April,Alabama,Actual Physical Attack Vandalism,0,0,2023,2023-04-03 12:06:00,2023-04-03 12:54:00,1
April,Colorado,Transmission Interruption,,0,2023,2023-04-03 18:50:00,2023-04-03 19:26:00,1
April,Texas,Suspicious Activity,0,0,2023,2023-04-08 04:30:00,2023-04-08 05:05:00,1
April,Ohio,Vandalism,0,0,2023,2023-04-11 08:11:00,,
April,Florida,Cyber Event,0,0,2023,2023-04-14 05:30:00,,
April,Texas,System Operations,0,0,2023,2023-04-15 16:30:00,2023-04-15 17:18:00,1
April,Texas,Suspicious Activity,,3900,2023,2023-04-16 07:17:00,2023-04-16 14:00:00,7
April,Florida,Suspicious Activity,0,0,2023,2023-04-17 05:30:00,2023-04-17 14:00:00,8
April,South Carolina,Actual Physical Attack Vandalism,39,8,2023,2023-04-17 12:17:00,2023-04-17 17:12:00,5
April,Texas,Actual Physical Attack Vandalism,0,0,2023,2023-04-18 08:00:00,2023-04-18 08:01:00,0
April,Washington,Vandalism,0,0,2023,2023-04-18 03:41:00,2023-04-18 04:00:00,0
April,South Dakota,System Operations,4,1,2023,2023-04-18 10:36:00,2023-04-19 11:08:00,25
April,Washington,Vandalism,0,0,2023,2023-04-19 15:15:00,2023-04-19 15:59:00,1
April,Texas,Transmission Interruption,,,2023,2023-04-19 23:13:00,2023-04-20 17:24:00,18
April,California,System Operations,0,0,2023,2023-04-21 06:02:00,,
April,Washington,System Operations,25,,2023,2023-04-23 09:22:00,2023-04-24 17:49:00,32
April,Arizona,System Operations,0,0,2023,2023-04-25 10:33:00,2023-04-25 15:43:00,5
April,Idaho,Vandalism,0,0,2023,2023-04-26 12:31:00,2023-04-26 14:15:00,2
April,Texas,Vandalism,0,0,2023,2023-04-27 11:00:00,2023-04-27 11:14:00,0
April,California,Vandalism,0,0,2023,2023-04-27 04:01:00,2023-04-28 12:28:00,32
April,Texas,Severe Weather,,168419,2023,2023-04-29 00:00:00,2023-04-29 20:00:00,20
May,Connecticut,Severe Weather,,54000,2023,2023-05-01 05:16:00,2023-05-01 09:31:00,4
May,Texas,Actual Physical Attack Vandalism,0,0,2023,2023-05-02 10:00:00,2023-05-02 10:01:00,0
May,Ohio,Suspicious Activity,0,0,2023,2023-05-02 11:29:00,2023-05-02 15:36:00,4
May,Texas,Vandalism,0,0,2023,2023-05-04 18:00:00,2023-05-04 18:01:00,0
May,Michigan,Suspicious Activity,,378,2023,2023-05-11 00:15:00,2023-05-18 09:27:00,177
May,Texas,Vandalism,0,0,2023,2023-05-11 12:00:00,2023-05-11 12:01:00,0
May,Kentucky,Vandalism,0,0,2023,2023-05-12 13:00:00,2023-05-12 23:00:00,10
May,New York,Suspicious Activity,0,0,2023,2023-05-12 11:43:00,2023-05-12 12:00:00,0
May,North Dakota,Actual Physical Attack Vandalism,8,327,2023,2023-05-13 07:25:00,2023-05-13 12:10:00,5
May,North Dakota,Actual Physical Attack Vandalism,64,2,2023,2023-05-13 06:27:00,2023-05-13 15:27:00,9
May,North Dakota,Actual Physical Attack Vandalism,166,327,2023,2023-05-13 05:27:00,,
May,Oregon,Suspicious Activity,0,0,2023,2023-05-16 14:45:00,2023-05-16 15:10:00,0
May,Washington,Suspicious Activity,0,0,2023,2023-05-21 15:30:00,2023-05-21 15:40:00,0
May,Florida,Severe Weather,0,0,2023,2023-05-22 15:39:00,2023-05-22 18:00:00,2
May,North Dakota,Vandalism,0,0,2023,2023-05-23 14:00:00,,
May,North Dakota,Transmission Interruption,0,0,2023,2023-05-24 07:45:00,2023-05-24 18:52:00,11
May,Iowa,System Operations,2200,,2023,2023-05-24 09:16:00,,
May,Georgia,Vandalism,0,0,2023,2023-05-26 07:41:00,2023-05-26 14:19:00,7
May,Alabama,Actual Physical Attack Vandalism,0,0,2023,2023-05-28 09:15:00,2023-05-28 09:16:00,0
May,Massachusetts,Actual Physical Attack Vandalism,0,0,2023,2023-05-30 08:00:00,2023-05-30 08:01:00,0
May,Florida,System Operations,0,0,2023,2023-05-31 11:00:00,2023-05-31 23:48:00,13
June,Tennessee,Weather Natural Disaster,,120000,2023,2023-06-25 06:45:00,,
June,Michigan,Vandalism Theft,5,5200,2023,2023-06-24 18:17:00,2023-06-24 23:25:00,5
June,"Georgia, Alabama",Weather Natural Disaster,,,2023,2023-06-25 17:30:00,2023-06-26 15:31:00,22
June,"Wisconsin, Michigan",Weather Natural Disaster,175,70000,2023,2023-06-25 04:00:00,,
June,Michigan,Weather Natural Disaster,,,2023,2023-06-25 19:00:00,,
June,California,Vandalism,0,0,2023,2023-06-27 13:43:00,2023-06-27 13:44:00,0
June,"Arkansas, Mississippi",Weather Natural Disaster,,64732,2023,2023-06-25 19:30:00,2023-06-26 17:45:00,22
June,"Washington, Idaho, Montana",Failure at high voltage substation switchyard,0,0,2023,2023-06-27 17:37:00,2023-06-27 21:30:00,4
June,Indiana,Weather Natural Disaster,,140000,2023,2023-06-29 15:42:00,,
June,Georgia,Vandalism Theft,0,0,2023,2023-06-28 11:01:00,2023-06-28 11:03:00,0
June,Louisiana,Transmission equipment failure,17,6242,2023,2023-06-22 02:30:00,2023-06-22 02:38:00,0
June,Louisiana,Transmission equipment failure,0,0,2023,2023-06-20 17:48:00,2023-06-20 20:52:00,3
June,Connecticut,,0,0,2023,2023-06-30 12:13:00,,
July,Illinois,Other,0,0,2023,2023-07-01 14:58:00,2023-07-01 17:07:00,2
July,Texas,Failure at high voltage substation switchyard Other,,,2023,2023-07-06 09:02:00,2023-07-06 10:49:00,2
July,Nebraska,Suspicious Activity,0,0,2023,2023-07-06 13:38:00,2023-07-06 15:04:00,1
July,Florida,Other,0,0,2023,2023-07-06 19:01:00,2023-07-06 21:11:00,2
July,California,Vandalism,0,0,2023,2023-07-07 07:00:00,2023-07-07 08:00:00,1
July,Texas,Weather Natural Disaster,0,0,2023,2023-07-07 17:43:00,2023-07-11 13:27:00,92
July,Oregon,Vandalism Theft,0,0,2023,2023-07-09 01:28:00,2023-07-12 22:30:00,93
July,Oregon,Vandalism Theft,0,0,2023,2023-07-09 01:28:00,,
July,Texas,Transmission equipment failure,0,0,2023,2023-07-10 03:32:00,2023-07-10 17:46:00,14
July,Missouri,Weather Natural Disaster,,163156,2023,2023-07-14 15:00:00,,
July,California,Vandalism,0,0,2023,2023-07-16 10:29:00,2023-07-16 10:56:00,0
July,New York,Vandalism,0,642,2023,2023-07-17 09:46:00,2023-07-17 11:00:00,1
July,Tennessee,Weather Natural Disaster,1200,216000,2023,2023-07-18 17:50:00,2023-07-25 14:00:00,164
July,Missouri,Suspicious Activity,0,0,2023,2023-07-18 13:30:00,2023-07-18 14:30:00,1
July,Georgia,Vandalism,0,0,2023,2023-07-20 10:05:00,2023-07-20 10:06:00,0
July,Michigan,Weather Natural Disaster,,90354,2023,2023-07-20 15:30:00,2023-07-21 12:00:00,20
July,Georgia,Weather Natural Disaster,640,35257,2023,2023-07-20 16:30:00,2023-07-22 12:17:00,44
July,Mississippi,Other,130,32781,2023,2023-07-22 14:52:00,2023-07-22 14:53:00,0
July,Tennessee,,820,,2023,2023-07-25 18:52:00,2023-07-25 19:00:00,0
July,Michigan,Weather Natural Disaster,,246000,2023,2023-07-26 14:51:00,2023-07-26 17:23:00,3
July,Idaho,Physical Attack Vandalism Suspicious Activity,0,0,2023,2023-07-26 13:31:00,2023-07-26 14:00:00,0
July,Nebraska,Failure at high voltage substation switchyard Weather Natural Disaster,0,0,2023,2023-07-28 00:15:00,2023-07-28 05:06:00,5
July,Washington,Physical Attack Vandalism Other,0,0,2023,2023-07-28 12:16:00,2023-07-28 12:17:00,0
July,Wisconsin,Weather Natural Disaster,213,85000,2023,2023-07-28 22:58:00,,
July,Illinois,Weather Natural Disaster,,122921,2023,2023-07-28 21:00:00,2023-07-30 10:00:00,37
July,West Virginia,Weather Natural Disaster,,52098,2023,2023-07-28 18:00:00,2023-07-30 07:45:00,38
July,Maryland,Weather Natural Disaster,,61000,2023,2023-07-28 21:00:00,,
July,Washington,Physical Attack Vandalism,0,0,2023,2023-07-28 12:16:00,2023-07-28 12:17:00,0
July,Maryland,Weather Natural Disaster,,53630,2023,2023-07-29 16:00:00,2023-08-01 07:00:00,63
July,Maryland,Weather Natural Disaster,,54158,2023,2023-07-29 16:25:00,2023-07-29 16:28:00,0
July,Massachusetts,Threat of Physical Attack,0,0,2023,2023-07-29 16:00:00,2023-07-29 16:01:00,0
July,Missouri,Weather Natural Disaster,,72173,2023,2023-07-30 20:30:00,,
August,Illinois,Other,0,0,2023,,2023-07-01 17:07:00,
August,Texas,Failure at high voltage substation switchyard Other,,,2023,,2023-07-06 10:49:00,
August,Nebraska,Suspicious Activity,0,0,2023,,2023-07-06 15:04:00,
August,Florida,Other,0,0,2023,,2023-07-06 21:11:00,
August,California,Vandalism,0,0,2023,,2023-07-07 08:00:00,
August,Texas,Weather Natural Disaster,0,0,2023,,2023-07-11 13:27:00,
August,Oregon,Vandalism Theft,0,0,2023,,2023-07-12 22:30:00,
August,Oregon,Vandalism Theft,0,0,2023,,,
August,Texas,Transmission equipment failure,0,0,2023,,2023-07-10 17:46:00,
August,Missouri,Weather Natural Disaster,,163156,2023,,,
August,California,Vandalism,0,0,2023,,2023-07-16 10:56:00,
August,New York,Vandalism,0,642,2023,,2023-07-17 11:00:00,
August,Tennessee,Weather Natural Disaster,1200,216000,2023,,2023-07-25 14:00:00,
August,Missouri,Suspicious Activity,0,0,2023,,2023-07-18 14:30:00,
August,Georgia,Vandalism,0,0,2023,,2023-07-20 10:06:00,
August,Michigan,Weather Natural Disaster,,90354,2023,,2023-07-21 12:00:00,
August,Georgia,Weather Natural Disaster,640,35257,2023,,2023-07-22 12:17:00,
August,Mississippi,Other,130,32781,2023,,2023-07-22 14:53:00,
August,Tennessee,,820,,2023,,2023-07-25 19:00:00,
August,Michigan,Weather Natural Disaster,,246000,2023,,2023-07-26 17:23:00,
August,Idaho,Physical Attack Vandalism Suspicious Activity,0,0,2023,,2023-07-26 14:00:00,
August,Nebraska,Failure at high voltage substation switchyard Weather Natural Disaster,0,0,2023,,2023-07-28 05:06:00,
August,Washington,Physical Attack Vandalism Other,0,0,2023,,2023-07-28 12:17:00,
August,Wisconsin,Weather Natural Disaster,213,85000,2023,,,
August,Illinois,Weather Natural Disaster,,122921,2023,,2023-07-30 10:00:00,
August,West Virginia,Weather Natural Disaster,,52098,2023,,2023-07-30 07:45:00,
August,Maryland,Weather Natural Disaster,,61000,2023,,,
August,Washington,Physical Attack Vandalism,0,0,2023,,2023-07-28 12:17:00,
August,Maryland,Weather Natural Disaster,,53630,2023,,2023-08-01 07:00:00,
August,Maryland,Weather Natural Disaster,,54158,2023,,2023-07-29 16:28:00,
August,Massachusetts,Threat of Physical Attack,0,0,2023,,2023-07-29 16:01:00,
August,Missouri,Weather Natural Disaster,,72173,2023,,,
September,California,Weather Natural Disaster,18,9082,2023,2023-09-29 22:16:00,2023-09-29 22:18:00,0
September,Texas,Weather Natural Disaster,0,0,2023,2023-09-29 23:49:00,2023-09-30 03:10:00,3
September,Pennsylvania,Other,0,0,2023,2023-09-29 11:31:00,2023-09-29 12:07:00,1
September,Massachusetts,Other,0,0,2023,2023-09-28 13:06:00,2023-09-28 16:30:00,3
September,Louisiana,Transmission equipment failure,103,23380,2023,2023-09-25 05:12:00,2023-09-25 06:41:00,1
September,Pennsylvania,Other,0,0,2023,2023-09-29 06:30:00,2023-09-29 07:01:00,1
September,Texas,Weather Natural Disaster,,130000,2023,2023-09-24 23:44:00,2023-09-26 20:45:00,45
September,Texas,Suspicious Activity,0,0,2023,2023-09-18 08:53:00,2023-09-18 10:26:00,2
September,Oklahoma,,51,,2023,2023-09-20 12:41:00,2023-09-20 23:25:00,11
September,New York,Vandalism,0,0,2023,2023-09-16 00:59:00,2023-09-16 09:59:00,9
September,Illinois,Suspicious Activity,0,0,2023,2023-09-15 16:30:00,2023-09-15 17:00:00,0
September,Connecticut,Weather Natural Disaster,,75000,2023,2023-09-16 10:35:00,2023-09-17 01:00:00,14
September,Texas,Physical Attack,0,0,2023,2023-09-13 09:15:00,2023-09-13 18:16:00,9
September,Texas,Weather Natural Disaster,,190000,2023,2023-09-08 23:44:00,2023-09-10 19:00:00,43
September,Washington,Vandalism,0,0,2023,2023-09-08 06:30:00,2023-09-08 09:00:00,2
September,Massachusetts,Other,0,0,2023,2023-09-08 18:06:00,2023-09-08 18:51:00,1
September,Connecticut,Weather Natural Disaster,,114000,2023,2023-09-08 15:15:00,2023-09-09 22:05:00,31
September,New York,Suspicious Activity,0,0,2023,2023-09-09 10:31:00,2023-09-09 10:51:00,0
September,Texas,Suspicious Activity,0,0,2023,2023-09-07 13:00:00,2023-09-07 13:15:00,0
September,Texas,Weather Natural Disaster Other,,,2023,2023-09-07 10:45:00,2023-09-07 21:00:00,10
September,Texas,Weather Natural Disaster Other,,,2023,2023-09-06 16:30:00,2023-09-06 21:00:00,4
September,Michigan,Weather Natural Disaster Other,,0,2023,2023-09-06 00:00:00,,
September,Maine,Other,0,0,2023,2023-09-05 01:38:00,2023-09-05 05:39:00,4
October,Missouri,Vandalism Theft Suspicious Activity,,,2023,2023-10-03 00:55:00,2023-10-03 01:13:00,0
October,North Carolina,Suspicious Activity,,,2023,2023-10-03 16:00:00,2023-10-03 18:50:00,3
October,Pennsylvania,,0,0,2023,2023-10-03 23:44:00,2023-10-04 00:21:00,1
October,Texas,Weather Natural Disaster,,153000,2023,2023-10-04 22:01:00,2023-10-06 04:15:00,30
October,Texas,Other,0,0,2023,2023-10-05 18:38:00,2023-10-05 19:02:00,0
October,Texas,Suspicious Activity,0,0,2023,2023-10-06 02:42:00,2023-10-06 03:13:00,1
October,New Jersey,Vandalism Suspicious Activity,0,0,2023,2023-10-07 08:04:00,2023-10-08 02:32:00,18
October,California,Vandalism Theft,0,0,2023,2023-10-07 14:04:00,,
October,New Jersey,Suspicious Activity,,,2023,2023-10-07 08:49:00,2023-10-08 02:32:00,18
October,Pennsylvania,Suspicious Activity,,,2023,2023-10-12 14:37:00,2023-10-12 15:37:00,1
October,Texas,Physical Attack Other,0,0,2023,2023-10-12 12:18:00,2023-10-12 12:19:00,0
October,California,,,,2023,2023-10-14 07:10:00,,
October,North Dakota,Vandalism Theft,0,0,2023,2023-10-14 12:47:00,2023-10-16 09:43:00,45
October,California,Other,72,6,2023,2023-10-15 07:16:00,2023-10-15 12:52:00,6
October,Florida,,0,0,2023,2023-10-18 10:38:00,2023-10-19 18:00:00,31
October,Texas,Other,0,0,2023,2023-10-19 10:30:00,2023-10-19 10:52:00,0
October,Minnesota,,0,0,2023,2023-10-19 11:10:00,,
October,Pennsylvania,Suspicious Activity,0,0,2023,2023-10-19 09:40:00,2023-10-19 09:45:00,0
October,California,Vandalism,0,0,2023,2023-10-21 08:04:00,2023-10-21 08:05:00,0
October,Texas,Physical Attack Vandalism Theft Suspicious Activity,0,0,2023,2023-10-22 02:10:00,2023-10-23 17:00:00,39
October,Oklahoma,Physical Attack Generator loss failure,0,0,2023,2023-10-25 23:39:00,2023-10-29 19:11:00,92
October,Texas,Transmission equipment failure,,26,2023,2023-10-26 11:21:00,2023-10-26 11:22:00,0
October,Illinois,Suspicious Activity,0,0,2023,2023-10-26 10:05:00,2023-10-26 10:20:00,0
October,Oregon,Other,140,0,2023,2023-10-26 12:41:00,2023-10-26 14:01:00,1
October,Illinois,Suspicious Activity,0,0,2023,2023-10-26 10:05:00,2023-10-26 10:20:00,0
October,Nevada,Suspicious Activity,0,0,2023,2023-10-29 04:00:00,2023-10-30 16:00:00,36
November,Texas,Physical Attack,0,0,2023,2023-11-01 14:37:00,,
November,South Carolina,Suspicious Activity,0,0,2023,2023-11-02 20:00:00,2023-11-02 20:06:00,0
November,Oregon,Theft,0,0,2023,2023-11-02 11:10:00,2023-11-02 11:20:00,0
November,Arkansas,Vandalism Suspicious Activity,0,0,2023,2023-11-06 16:00:00,2023-11-06 17:00:00,1
November,Oklahoma,Other,0,0,2023,2023-11-09 13:35:00,2023-11-09 14:35:00,1
November,California,Vandalism Theft,0,0,2023,2023-11-09 03:00:00,2023-11-09 03:15:00,0
November,Maryland,Suspicious Activity,0,0,2023,2023-11-10 18:10:00,2023-11-10 19:58:00,2
November,Pennsylvania,Suspicious Activity,0,0,2023,2023-11-10 18:10:00,2023-11-10 19:58:00,2
November,Nevada,Vandalism Theft Suspicious Activity,0,0,2023,2023-11-10 08:00:00,2023-11-10 08:01:00,0
November,Utah,Vandalism,0,0,2023,2023-11-11 00:45:00,2023-11-11 01:11:00,0
November,Washington,Other,0,0,2023,2023-11-12 06:45:00,2023-11-12 08:59:00,2
November,North Dakota,Other,0,0,2023,2023-11-13 16:16:00,2023-11-13 16:36:00,0
November,California,Fuel supply emergency,0,0,2023,2023-11-15 20:00:00,2023-11-16 20:30:00,24
November,Florida,Weather Natural Disaster,0,0,2023,2023-11-16 03:18:00,,
November,California,Other,0,0,2023,2023-11-17 01:43:00,2023-11-17 03:33:00,2
November,Texas,,0,0,2023,2023-11-17 16:30:00,2023-11-17 16:41:00,0
November,Colorado,Other,0,0,2023,2023-11-17 04:07:00,2023-11-17 04:21:00,0
November,California,Vandalism,0,0,2023,2023-11-19 04:39:00,,
November,Illinois,Suspicious Activity,0,0,2023,2023-11-19 14:00:00,2023-11-19 14:10:00,0
November,New Jersey,Theft,0,0,2023,2023-11-19 03:00:00,2023-11-19 03:30:00,0
November,Nevada,Theft Suspicious Activity,0,0,2023,2023-11-20 00:00:00,2023-11-20 02:00:00,2
November,California,Theft,0,0,2023,2023-11-21 09:29:00,2023-11-21 09:30:00,0
November,California,,0,0,2023,2023-11-25 10:20:00,,
November,California,Theft Other,0,0,2023,2023-11-26 01:00:00,2023-11-26 02:00:00,1
November,Connecticut,Weather Natural Disaster,0,0,2023,2023-11-27 06:00:00,2023-11-27 13:00:00,7
November,Colorado,Other,0,0,2023,2023-11-27 11:53:00,2023-11-27 13:53:00,2
November,Texas,Physical Attack Vandalism Suspicious Activity,0,0,2023,2023-11-29 09:00:00,,
December,Pacificorp,Vandalism Theft,0,0,2023,2023-12-01 10:28:00,2023-12-01 10:29:00,0
December,Tampa Electric Company,Other,0,0,2023,2023-12-02 10:07:00,2023-12-02 10:40:00,1
December,Pacific Gas & Electric Co,Vandalism Theft,0,0,2023,2023-12-03 04:27:00,,
December,Pacific Gas and Electric,Vandalism Theft,0,0,2023,2023-12-03 04:27:00,2023-12-07 18:00:00,110
December,Tucson Electric Power,Vandalism Theft,0,0,2023,2023-12-04 00:00:00,,
December,Seminole Electric Cooperative Inc,Cyber Event ,0,0,2023,2023-12-04 10:23:00,2023-12-04 13:46:00,3
December,GenOn Energy – New Castle Power LLC,Vandalism Theft,0,0,2023,2023-12-05 23:11:00,2023-12-06 00:12:00,1
December,Orsted Americas,Vandalism Suspicious Activity,0,0,2023,2023-12-07 09:52:00,2023-12-07 09:53:00,0
December,New York State Electric & Gas,Other,0,0,2023,2023-12-07 10:29:00,2023-12-07 13:05:00,3
December,"WEC Energy Group (WEPCO, WPSC, UMERC, WEP-MIUP)",Suspicious Activity,0,0,2023,2023-12-09 11:08:00,2023-12-09 11:12:00,0
December,Apex Generating Station,Vandalism Theft Suspicious Activity Other,0,0,2023,2023-12-11 00:00:00,2023-12-11 12:00:00,12
December,Bonneville Power Administration,Vandalism,0,0,2023,2023-12-11 14:04:00,2023-12-12 14:35:00,25
December,Austin Energy,Other,0,0,2023,2023-12-12 12:20:00,2023-12-12 12:21:00,0
December,Oncor Electric Delivery Company LLC,Vandalism,0,0,2023,2023-12-12 09:30:00,2023-12-13 05:02:00,20
December,Austin Energy,Other,0,0,2023,2023-12-12 12:20:00,,
December,Western Area Power Administration - Upper Great Plains Region - (NCR01036),,20,1,2023,2023-12-14 10:45:00,2023-12-14 11:06:00,0
December,"Consolidated Edison of New York, Inc.",Failure at high voltage substation switchyard,0,0,2023,2023-12-14 23:54:00,,
December,Consumers Energy Co,Physical Attack Vandalism Suspicious Activity,,,2023,2023-12-15 12:46:00,2023-12-15 16:00:00,3
December,LUMA Energy,Generator loss failure,120,126197,2023,2023-12-15 13:53:00,2023-12-15 14:17:00,0
December,LUMA Energy,Generator loss failure,,,2023,2023-12-16 02:05:00,2023-12-16 02:29:00,0
December,LUMA Energy,Generator loss failure,220,230330,2023,2023-12-16 02:05:00,2023-12-16 02:29:00,0
December,LUMA Energy,Generator loss failure,126,,2023,2023-12-17 10:46:00,2023-12-17 10:57:00,0
December,LUMA Energy,Generator loss failure,80,127585,2023,2023-12-17 10:46:00,2023-12-17 10:57:00,0
December,LUMA Energy,Generator loss failure,115,170316,2023,2023-12-18 13:11:00,2023-12-18 13:23:00,0
December,ISO New England,Weather Natural Disaster,,730000,2023,2023-12-18 05:45:00,,
December,First Energy Solutions Corp.,Other,0,0,2023,2023-12-18 10:55:00,2023-12-18 11:41:00,1
December,LUMA Energy,Generator loss failure,77,50204,2023,2023-12-19 00:41:00,2023-12-19 00:47:00,0
December,NV Energy,,0,0,2023,2023-12-22 13:55:00,2023-12-22 14:45:00,1
December,LUMA Energy,Generator loss failure,65,37850,2023,2023-12-23 00:43:00,2023-12-23 00:48:00,0
